POPULATION,LATITUDE,LONGITUDE,Total_units,Vacant_units,Median_rooms,Mean_household_size_owners,Mean_household_size_renters,Owners,Median_household_income,Mean_household_income,Built_1990_or_later,Bedrooms_4_or_more,Median_Value
3196,41.324247,-75.784482,1640,229,5.7,2.66,1.97,51.6,39805,55250,3,12.6,88100
1516,41.316405,-75.792276,758,44,5.3,2.26,1.64,60.6,31638,38199,0.7,17.1,84200
4868,41.330075,-75.800545,2572,196,6.2,2.22,1.8,60.1,46343,65204,3.2,21.9,120900
5652,41.326256,-75.821863,2525,185,5.7,2.37,2.38,72.9,48400,56985,23.3,14.8,112900
2378,41.385348,-75.840391,921,94,6,2.93,2.67,92.3,68578,86012,16,19.3,153900
2804,41.331697,-75.967199,1216,88,6.4,2.55,2.02,75.4,59907,77845,14,23,165800
1757,41.381017,-75.896376,806,97,6.4,2.84,1.28,88.9,61406,70334,19.9,20.1,166100
6320,41.345721,-75.953373,2307,172,6.1,2.52,2.17,77.5,56040,75947,23.7,22.1,173500
2686,41.352527,-75.986568,1269,60,6.1,2.34,1.98,57.7,46936,66589,24.2,26.7,209800
4646,41.280029,-75.990121,974,12,7,2.57,2.88,89.5,75882,101672,19.9,33.6,218300
3496,41.303191,-76.037037,1533,190,6.3,2.58,2.63,83.5,56206,76994,25.3,25.7,159600
2791,41.362269,-76.040383,1683,485,6,2.39,1.84,84.4,66983,74886,17.3,18.7,155300
2049,41.336364,-76.091113,920,105,5.9,2.63,3.21,90.4,60475,66908,26.7,11.2,151000
6999,41.320067,-75.923509,2857,130,6.6,2.61,2.31,86.1,62567,92281,19.4,26.1,158400
2725,41.317923,-75.850818,1185,12,6.2,2.37,2.06,86.3,54806,65277,14.8,20.5,122100
3073,41.310467,-75.835593,1657,113,5.8,2.17,1.69,59.2,39621,56477,2.6,16.1,131300
5049,41.3013,-75.805232,2104,149,5.9,2.62,1.71,76.8,52297,70771,32.2,14.9,116300
1487,41.29093,-75.792405,651,25,6.7,2.52,1.7,86.7,69750,84441,15,25.8,178800
1886,41.256227,-75.817087,800,66,4.6,2.27,1.39,61.2,42763,66067,30.7,9.4,109000
6147,41.280331,-75.838029,3002,219,6.1,2.41,1.88,77.2,52275,71182,9.3,17.4,121900
1928,41.272397,-75.855025,879,49,5.7,2.3,2.16,64.9,35850,52650,6.9,7.3,93100
4214,41.283808,-75.874058,1919,172,6.2,2.61,2.06,65.4,60653,65728,2.1,23.5,139600
5062,41.294532,-75.877994,2528,238,5.8,2.2,2.21,82.2,52679,57028,2.3,12.4,117400
2845,41.284547,-75.89357,1395,92,5.5,2.42,1.95,50.7,27917,35425,2.5,5.5,80000
5158,41.269495,-75.895288,2552,251,5.7,2.31,2,44.5,36563,43976,4.4,19.6,95100
3530,41.268087,-75.882239,1651,145,6.5,2.67,1.62,66.5,56786,78900,0.5,28.9,179500
1379,41.262563,-75.889742,684,109,5.7,2.43,2.06,56.5,51193,61469,0,17.8,112500
1405,41.259038,-75.894609,736,21,6,2.37,1.51,64.3,40402,50640,3.3,9.2,105300
1710,41.255459,-75.887758,808,0,5.4,2.11,1.59,41.2,35139,49686,5.6,7.7,139000
4816,41.266737,-75.908265,2406,175,5.3,2.19,2.12,37.2,27719,36714,1.7,10.8,87800
1711,41.279464,-75.905825,776,67,5.9,2.34,1.73,80.7,47279,50247,7,10.2,96600
4480,41.260232,-75.928492,2050,213,6.1,2.44,2.45,80.3,40372,57528,12.5,14,103400
2271,41.243786,-75.941139,1267,215,5.3,2.69,1.8,40.9,20690,31145,0.7,13.8,87100
2074,41.24194,-75.952665,1149,139,5.9,2.12,2.18,64.3,41656,48573,1.8,19.5,85800
1606,41.237677,-75.959793,892,223,5.7,2.32,2.18,66.4,31469,38946,7.4,8.3,75300
1812,41.23334,-75.99953,943,142,5.8,2.21,1.83,79.7,48950,62000,11.6,10.7,98900
1044,41.209105,-76.010352,522,34,5,2.54,1.6,43.6,47368,46819,2.7,10.9,74400
2526,41.20058,-76.006853,1361,169,5.4,2.25,2.03,46.5,26927,42061,1.5,9.5,65900
2833,41.203337,-75.995915,1397,243,5.6,2.22,2.24,61.4,33947,41237,10,12.1,81400
2024,41.193278,-75.988355,961,94,5.7,2.33,2.35,63.9,39059,49414,2.6,5.5,92600
2038,41.193552,-76.002574,1011,94,5.9,2.62,1.98,64.1,41607,49049,2.8,17,104800
1687,41.233925,-75.931689,806,114,6.1,2.24,1.86,71.4,37866,43636,5.6,16.5,86400
3943,41.226308,-75.91635,1919,119,5.7,2.43,1.75,61.1,34863,49216,11.2,6.4,103200
1456,41.214389,-75.902936,680,22,5.8,2.45,1.31,77.4,43382,53544,5,12.2,89000
1573,41.193852,-75.939752,732,68,5.9,2.62,2.17,74.4,40870,54743,8.9,15.3,76400
2790,41.214191,-75.901135,1379,172,5.7,2.29,2.37,70.6,39282,47157,2.6,8.2,73400
2967,41.227907,-75.869387,1564,106,5.4,2.16,1.79,62.6,37695,45181,6.8,13.3,85500
3966,41.197286,-75.759344,1975,392,6,2.43,2.42,91.7,57917,71707,24.3,20.1,166500
2530,41.080079,-75.787718,1427,397,6,2.51,2.31,87.9,51932,63620,26.6,15.5,137800
4520,41.159081,-75.878363,1772,120,7.6,2.82,2.06,84.3,81439,91470,33.1,44.2,226700
5651,41.124225,-75.916696,2192,183,7,2.74,2.54,91.5,75806,89219,30.1,28.6,182900
3335,41.146966,-75.940315,1263,79,7.2,2.75,2.45,97.6,74250,89490,51.7,32.7,193100
3982,41.12157,-76.00516,1721,176,6.1,2.54,2.27,89.8,60885,69661,31.4,19,160900
5374,41.180672,-76.053466,2208,399,5.8,2.45,2.16,65.7,36083,44813,11.9,11.2,94900
2443,41.233537,-76.106729,1091,104,5.9,2.8,2.14,87.1,50665,63544,19.7,21.3,128900
2042,41.20603,-76.166148,923,113,5.8,2.75,2.9,87.8,65300,64561,24.1,16.8,145800
2937,41.280209,-76.160609,1352,210,6,2.58,2.33,86.3,55703,61837,26.6,16.3,165000
3747,41.211528,-76.256239,1673,328,5.9,2.7,2.43,86.8,52650,59070,22.8,18.1,147900
838,41.153305,-76.151534,458,136,5.8,2.67,2.12,68.3,29500,40039,0.7,16.8,72900
4254,41.079635,-76.203144,1824,123,6.1,2.45,2.34,89.5,42083,56894,9.8,14.1,132700
5387,41.073281,-76.152089,2382,305,5.9,2.61,2.14,74.7,44192,53909,14.9,16.3,108100
2016,40.963491,-76.160327,1014,125,6.2,2.41,2.11,83.9,47656,57952,13.7,22.1,136700
1914,40.991085,-76.060894,839,27,6.6,2.22,1.84,75.9,58482,82629,5.4,27.9,168400
4211,40.994868,-76.069088,1438,46,7,2.54,2.47,95.4,60397,74213,18.5,31.8,179500
9221,41.031051,-75.97075,3954,595,6.4,2.65,1.91,84.3,61145,72671,45.8,18.9,167300
3531,41.019682,-75.896995,1968,283,5.9,2.21,1.94,59.9,35382,46044,4.1,15.4,84700
3565,41.026212,-75.847189,2294,640,5.8,2.08,2.13,89.4,35509,43450,22.3,12,92600
4543,40.985095,-75.952952,2111,140,6.5,2.44,2.03,84.1,51048,53158,22.7,27.3,144200
1881,40.943023,-76.015346,965,245,6.2,2.34,2.54,79,34432,56917,28.2,14.1,86800
3125,40.979603,-75.994196,1488,234,5.6,2.11,2.48,63.2,29850,45182,22.4,15.4,146200
3309,40.965023,-75.965048,1707,350,5.7,2.32,2.64,56.7,32240,39873,5.7,11.5,91300
3223,40.951036,-75.97087,1473,180,5.7,2.75,2.01,41.3,25160,33959,2.4,25.8,75000
3554,40.942585,-75.964684,1619,47,6.2,2.46,2.06,73.3,54917,62438,6,18.1,131800
1605,40.949994,-75.9799,794,99,5,2.85,2.91,48.6,26799,50855,12.1,9.8,62000
2755,40.956408,-75.97671,1147,290,5.6,2.96,2.88,55.8,32326,43359,3.2,18.6,88100
2866,40.961381,-75.974732,1291,218,5.7,2.59,2.42,39.8,31857,39311,5.2,12,88200
4499,40.967618,-75.980153,2201,418,5.7,2.54,2.1,61.5,33474,52545,4.4,13.2,94800
3529,40.961632,-75.985593,1497,279,5.9,2.71,2.75,67.9,35347,41393,1.3,23.9,93200
4589,40.961229,-75.996817,2030,264,5.7,2.55,2.45,53.7,33694,38515,3.6,14.5,97800
3990,41.214045,-75.948006,1943,163,5.9,2.39,2.23,66.7,36346,51507,10.3,15,94100
3184,41.25583,-76.996464,1497,49,6.2,2.49,2.12,66.3,45154,57038,3,19.5,120200
2271,41.25191,-77.013951,955,89,6.4,2.3,2.51,65.2,46406,73344,0.5,33.2,139900
5959,41.24256,-77.031205,2821,462,5.8,2.46,2.04,37.8,34263,38351,6.6,16.6,75800
4373,41.243075,-77.01422,2420,231,4.1,2.76,1.99,16.6,17471,26494,3.3,13.3,72400
2900,41.247444,-77.001248,903,24,5.6,2.36,2,40.6,30462,44033,3.8,5.6,95500
2734,41.247081,-76.993129,1405,258,4.8,2.58,1.69,41.9,26602,36150,4,7.3,74000
2380,41.236118,-77.0243,587,131,5.4,3,2.49,19.3,8639,19026,17.4,24,70800
2509,41.235051,-77.054845,1124,104,5.9,2.71,2.62,51.9,33077,62669,5.2,10.9,85900
3071,41.239585,-77.062503,1402,136,5.5,2.8,2.16,47.9,34837,44771,15.7,13.4,112800
2339,41.476287,-77.113542,1439,497,5.5,2.4,2.68,82.2,40833,51993,20.4,15.6,123900
1049,41.307078,-77.36275,1601,1133,4.4,2.28,3.46,89.7,51625,63684,11.3,9.6,159700
3353,41.260486,-77.20841,1438,171,5.9,2.53,2.61,85.2,51701,60771,25,22.6,137000
5227,41.329475,-77.060927,2250,204,6.1,2.74,2.06,88.1,52800,64990,20.7,23.4,122200
5798,41.344022,-76.91194,2751,454,5.9,2.52,2.58,91,56189,65032,24.4,19.8,156500
4331,41.247957,-76.617614,2032,361,6.1,2.62,2.58,89.2,54403,61449,24.8,20.9,139100
6094,41.252525,-76.732349,2405,118,6.1,2.64,2.07,80.4,51851,62202,15.7,21.6,134600
7040,41.2108,-76.775187,3128,150,5.9,2.47,1.93,75.7,41458,53515,14.9,20.2,119500
2792,41.257302,-76.872797,1255,23,6.1,2.24,2.34,89.7,58955,75136,43.5,28,167200
4615,41.253448,-76.916149,2307,119,5.9,2.1,2.14,66.1,42117,50572,3.8,18.5,124800
5542,41.256522,-76.963831,2858,144,6,2.03,1.95,70,38036,52319,7.7,14.7,142300
5484,41.274393,-76.986594,2370,143,6.6,2.48,1.39,74.8,58371,71404,27.8,30.5,177100
2200,41.233134,-77.150126,1032,107,5.7,2.59,2.09,90.1,43828,50408,18.4,15.2,109300
4938,41.258967,-77.063703,2234,83,6.2,2.33,2.11,91.2,45456,55362,10.9,20.4,124600
1681,41.213029,-77.067282,723,50,5.8,2.47,1.92,87.2,42096,58524,18,20.5,122200
1205,41.22277,-77.035518,535,18,6.1,2.42,2.51,82.6,46971,54404,10.5,13,101100
6379,41.228796,-77.001298,2903,263,6,2.48,2.24,64.2,49139,54459,5.2,15.1,112400
7427,41.174031,-76.903307,2488,191,6,2.76,2.51,76.8,48641,57473,14.9,19.2,122900
3274,41.162693,-77.17249,1234,78,6.1,2.83,2.08,89.8,56125,67336,22.2,23.9,152500
5962,41.201041,-77.267648,2486,188,5.9,2.74,2.42,60.3,45929,48464,10,17.7,106500
3415,41.972077,-78.67262,1764,250,6.3,2.43,1.85,81.1,50000,56404,6.2,24.1,86000
3329,41.951806,-78.648966,1753,317,5.1,2.8,1.64,38.5,23558,30498,1.9,17.3,32200
2713,41.959094,-78.654421,1219,49,6.3,2.32,2.74,64.4,33466,40473,3,21.9,48900
2728,41.965289,-78.634141,1319,121,6.3,2.42,1.83,65.9,45337,50201,4.2,20.8,75600
3198,41.943275,-78.581577,1465,178,5.9,2.52,2.86,85.9,50568,79656,10.9,16.3,71600
5556,41.941282,-78.397103,2579,297,6,2.52,2.56,82.8,43881,52418,15.9,18,64500
4353,41.819068,-78.281838,2174,411,6,2.39,2.22,75.8,38829,47035,11.4,18.9,81500
4044,41.798958,-78.442315,2047,499,5.9,2.48,2.47,76.8,41949,52061,14.3,16.3,80300
2183,41.733564,-78.636158,1704,806,5.2,2.35,2.37,83.7,43857,49931,15.1,12.9,68300
5978,41.879327,-78.675535,1895,321,5.8,2.27,2.5,82.8,44000,59466,13.2,18.3,86700
3563,41.674695,-78.814614,2140,605,5.8,2.46,1.82,59.5,29821,38705,9.9,20.3,59700
2390,41.656671,-78.820923,1205,230,6.1,2.79,1.65,81.6,48555,57750,8.8,15.3,79900
2100,41.231947,-80.516652,1097,255,6.1,2.36,2.29,57.5,28286,34301,0,15.9,40200
3449,41.240027,-80.498734,1840,300,5.8,2.67,2.02,65.3,37593,41121,0,12.7,61700
2690,41.234953,-80.487015,1190,106,6.8,2.57,1.47,84.6,66000,74274,1.1,23.5,103900
2420,41.223153,-80.491619,1263,218,6,2.57,2.04,79.7,33897,42837,1.2,9.5,70800
2942,41.210758,-80.486126,1611,153,5.3,2.21,2.12,70.9,37021,45388,3,9.6,65600
1655,41.216129,-80.472892,710,0,5.3,2.2,1.34,68.2,35500,48992,11.3,12.2,84200
5384,41.216012,-80.433422,2469,153,6.2,2.47,1.35,88.4,62929,75124,31.5,22.4,146200
2627,41.248785,-80.429057,1277,82,6.3,2.55,1.44,72.3,68906,86501,28,24.2,161200
5399,41.240589,-80.468826,2998,211,5.3,2.22,1.7,59.8,37618,57677,21,10.1,111600
2516,41.256002,-80.479021,1119,101,6.3,2.48,2.54,76.3,55357,63216,1.3,8.8,101300
5006,41.432902,-80.205308,2231,268,5.9,2.61,2.25,88.5,47005,53081,27.6,17.1,103800
4712,41.410025,-80.35886,2168,146,6,2.45,1.75,76.6,46115,58802,8.7,13.2,113600
5246,41.426591,-80.433388,2443,202,6.4,2.43,1.97,87.2,45402,56085,12.9,19.6,92400
3187,41.405807,-80.390458,1266,212,5.6,2.63,2.13,40.8,22198,29716,6,18.5,64400
2732,41.40323,-80.375921,1375,109,6.4,2.09,2.43,73.3,47073,55465,1.3,18.5,83300
3335,41.289544,-80.467542,1399,96,6.4,2.55,2.59,92.2,59750,67632,17,17.3,131800
6074,41.329633,-80.367982,2834,141,5.6,2.37,1.75,84.7,41203,46655,13,13.8,90700
6214,41.353871,-80.115685,2621,242,6.1,2.74,2.27,83.3,44882,53392,25.8,20.2,105400
2396,41.274139,-80.115383,1062,128,6,2.39,2.47,91.3,55405,74984,23,16.5,135300
5840,41.244944,-80.270572,2526,229,5.8,2.5,2.16,86.5,46637,58544,28,15.4,127100
4912,41.214359,-80.216146,1583,165,5.8,2.36,2.21,68.5,44886,54927,15.8,18,99000
4792,41.16579,-80.451308,2121,230,6.1,2.62,2.02,81.4,47188,57688,15.8,16.8,120000
2662,41.202329,-80.353181,1047,124,5.7,2.94,2.57,92.2,49702,53772,26.6,18.9,128400
5948,41.173039,-80.077045,2105,142,6.4,2.65,2.12,84.3,55878,66056,39.9,18.6,155300
3231,41.163796,-80.083671,1355,56,5.9,2.2,2.05,61,48125,56074,7.1,21,125000
5125,41.155736,-80.086552,1346,134,5.8,2.58,1.88,64.1,50583,52682,3.7,23.3,1e+05
4810,41.1362,-80.209392,1863,142,6.2,2.78,2.25,90.4,53906,69286,28.5,19.3,145500
3379,41.226983,-80.50249,1811,275,4.8,2.38,1.88,29.4,16614,27303,3.9,9.1,42700
3036,41.258163,-80.49515,1420,240,5.6,2.32,2.2,61.4,31509,38053,1.2,15.2,71900
2819,41.210374,-80.499048,1551,423,5.6,2.15,2.46,52.6,24000,29438,18,12.6,32900
3863,40.722403,-77.553543,1943,432,5.6,2.6,2.28,89.4,47690,54399,16.5,20.7,86100
4053,40.674202,-77.614093,1715,169,6.2,2.64,2.2,89.1,44219,55114,22.2,29.9,151200
5343,40.591656,-77.747429,1916,171,6.4,3.12,2.76,75.1,39361,50315,13.3,29.7,117800
3075,40.406318,-77.838126,1501,272,5.5,2.54,2.68,87.3,41042,49726,23,12.4,96200
3834,40.504107,-77.723766,1761,290,5.7,2.55,2.05,81.4,38659,48279,19,19,97000
5646,40.571329,-77.613951,2743,269,5.5,2.33,1.96,71.1,32553,42410,18,14.6,90200
2316,40.605016,-77.566049,1210,147,5.3,2.15,2.24,43.9,23304,32169,9.5,15.1,77400
3832,40.597795,-77.58188,1869,224,6.5,2.39,2.53,55.9,36925,41919,0.7,18.7,67000
2190,40.591174,-77.56672,1257,193,5.8,2.09,1.46,56.5,32059,41437,5.2,11.3,81300
2054,40.635862,-77.561916,1008,61,5.9,2.39,1.85,72,35664,43822,3.9,14.3,75500
7339,40.625919,-77.552633,3364,227,5.9,2.27,2.25,76.6,43383,54590,15.2,11.3,98100
3137,40.683334,-77.420803,1254,99,5.8,2.69,2.75,84.5,43153,48602,19.8,17.5,101000
3573,41.110763,-75.204208,1700,355,6.2,2.61,2.69,83.5,72471,78037,40.7,25,212800
6968,41.099142,-75.147985,3023,613,6,2.69,3.87,94.4,62897,70516,43.1,27.5,173100
4225,41.185204,-75.253279,2592,875,6.3,2.44,2.48,71.9,57766,64612,26.1,34.2,231300
6356,41.12116,-75.321488,2915,567,5.6,2.6,2.85,72.7,49474,68342,23.6,26.6,184600
4420,41.153081,-75.456423,3449,2168,5.2,2.52,2.63,83.1,49205,58332,26.9,13.7,166800
6789,41.029634,-75.475642,3435,1203,5.7,2.95,3.33,86.9,54919,64814,49.8,25,171300
5492,41.182165,-75.349101,2964,773,6.4,3.07,3.05,86.8,61271,65327,49.7,32.8,147600
7578,41.196393,-75.370068,3940,1669,6,3.13,3.67,88.4,57589,60201,40.1,33.6,152700
3074,41.169315,-75.382575,1375,346,6.5,2.84,3.58,84.4,55820,60820,26,35,190700
4165,41.094422,-75.454755,2747,1250,5.9,2.94,2.75,80.8,46423,53856,44.9,23.2,177200
2090,41.114961,-75.441979,2424,1777,5.8,2.59,5.39,90.9,55891,67345,16.9,23.9,282600
2299,41.127165,-75.571728,2055,1223,5.3,2.69,2.59,86.7,46208,66020,12.2,21.5,202300
4635,41.075111,-75.324116,2302,495,6.1,2.71,2.07,84.8,58051,79198,24.7,34.6,248000
6430,41.037914,-75.279698,2729,347,6.5,2.7,2.34,90,56727,72403,24,36.4,216600
7033,41.001186,-75.350827,3370,760,6.1,2.76,2.11,86.3,60222,73951,36.7,25.9,227200
3343,41.003855,-75.135951,1547,435,5.4,2.3,2.1,54.9,47115,59566,34,23.8,227700
4760,41.033837,-75.158727,2249,290,6.2,2.75,3.1,71.4,57654,73329,32.1,32.9,227000
4344,41.00838,-75.179616,1762,155,5.9,2.63,2.4,66.6,49426,64281,17.6,19.7,217600
5496,40.996064,-75.175807,1599,261,4.7,2.7,2.15,37,34717,54554,12.9,13.5,199700
5567,40.985143,-75.196602,2458,155,5.2,2.5,2.32,45.9,33061,52184,14.1,14.4,212300
6241,41.000062,-75.209032,2722,148,6,2.38,2.19,79.4,55202,67310,27.9,27.1,231800
10169,41.030216,-75.231197,4178,690,6.6,2.93,2.77,84.2,73223,84583,45.4,38.7,230500
2803,40.971088,-75.220775,1062,53,6.7,2.7,2.83,87.5,67451,97861,15.7,42.6,243200
6052,40.950313,-75.303565,2727,434,6.1,2.73,2.94,81.9,56318,79546,19.5,26.9,220900
3031,40.933236,-75.276114,1050,187,6.1,2.56,2.27,86.4,72128,87386,15,25.8,242900
4773,40.925481,-75.395987,1770,138,6.2,2.64,2.66,74.6,48889,66640,29.5,24.4,227100
5940,40.887107,-75.370815,2180,136,6.7,2.91,2.74,94.9,62794,73450,35.6,32.4,211300
4230,40.973227,-75.465846,1741,100,6.3,2.84,2.89,90.8,60851,68344,45.5,28.9,220600
8153,40.978099,-75.420538,2948,210,6.5,2.94,2.87,85.5,63844,71609,44.8,30.1,216300
7874,40.929568,-75.496272,3304,455,5.9,2.82,2.34,82.8,63787,67832,24.5,26.4,196600
2910,40.860437,-75.457296,1320,196,5.9,2.51,2.28,89.5,61765,65978,22.8,19.1,190700
4232,41.063387,-75.072148,2169,897,5.7,3.36,2.34,77,73929,76223,55,29.9,228900
4797,41.096935,-75.080704,2163,667,6,3.34,3.79,83,48770,63838,29.4,26.4,183400
4140,40.151787,-75.054509,1275,26,8.4,3.08,2.84,95,118531,162066,11.7,74,453000
4207,40.136077,-75.033161,1452,12,7.9,2.83,3.25,98.1,98333,116009,13.3,54,377300
2778,40.115809,-75.056547,943,0,8.5,3.25,2.71,88.1,110673,132140,25.5,65.2,447900
1857,40.12344,-75.074806,845,91,4.8,3.12,1.55,47.6,46458,95763,20.7,26.1,467200
1375,40.133514,-75.062081,491,54,7.5,3.16,1.84,65.2,81917,100082,24.4,48.2,452200
5739,40.172564,-75.119228,3006,337,4.6,2.66,1.81,40.4,55424,71941,0.6,11.3,259700
2291,40.175933,-75.08952,930,0,6.4,2.76,1.55,79.8,68750,78226,23.8,27.3,275300
3434,40.167209,-75.086147,1520,42,6.5,2.56,2.23,72.7,71053,84582,2.8,35,294700
3063,40.153422,-75.115754,1436,125,4.9,2.54,1.7,51.2,55250,66333,3.9,11.2,216400
3983,40.149471,-75.124093,1809,103,5.6,2.74,1.38,57.2,56833,64261,2.7,14.8,240700
2660,40.140101,-75.106099,1046,38,6.4,2.74,2.68,88.4,69593,75195,3.2,18.8,256500
2845,40.146995,-75.097439,1184,10,7.7,2.57,1.15,83.5,79333,105234,12.5,42.8,340700
3259,40.173464,-75.108606,1539,178,6.2,2.64,1.82,59.8,66202,77853,6,23,279500
4101,40.183307,-75.101598,1634,58,5.8,2.82,2.28,68.3,66389,78529,11.3,15.7,249400
4081,40.196147,-75.125088,1365,17,7.7,2.91,1.14,94.8,89300,97238,6.7,55.9,323200
5420,40.182494,-75.130659,2541,265,4.6,2.49,2.05,47.5,46755,59021,7.6,9.7,236000
6905,40.212906,-75.199454,2464,204,7.9,3.24,1.83,75.1,117054,191154,46.4,52.3,555100
4376,40.189539,-75.172795,1496,14,7.4,3.14,1.9,88.9,100141,113195,11.4,36.3,346600
5365,40.177946,-75.152941,2208,0,6.6,2.65,2.06,89.3,84244,94001,10.2,26.4,249700
7741,40.235413,-75.249335,2906,45,6.5,2.81,2.25,86.8,83398,101548,54.4,28.3,307200
3412,40.259275,-75.243268,1239,0,7.5,2.53,2.45,93.9,99327,126019,49.5,40.2,337700
5706,40.232177,-75.212698,2126,64,7.1,2.69,1.28,96.1,74231,120044,49.2,46.2,385200
3264,40.248891,-75.232982,1211,0,6.9,2.57,1.8,93.3,65938,97082,12.6,34.9,296500
4667,40.252571,-75.221749,1613,0,7.3,2.99,3.38,97.6,117813,125164,63.7,41.3,336800
4338,40.271972,-75.265549,1586,65,6.8,2.77,2.12,78.5,87688,102635,11.6,30.1,288800
3455,40.2588,-75.28088,1429,65,5.7,2.51,2.41,57,65647,76858,9.2,16.7,284200
4037,40.284367,-75.292246,1950,202,4.3,2.86,2.26,47.7,53194,65502,14.1,14.3,267600
5419,40.274323,-75.310675,2144,103,6.3,2.66,2.55,83.2,69807,84995,34.7,24.6,282600
3290,40.277321,-75.298823,1371,0,5.7,2.52,2.07,54.1,67784,72728,19.7,12.8,272600
4143,40.24829,-75.28033,1618,74,5.9,2.73,2.13,60.8,50000,64823,4.1,16.1,215700
1257,40.243002,-75.281222,592,45,5,2.91,1.97,39.7,51283,60254,0,10.6,188800
4152,40.23392,-75.281474,2056,119,5.6,2.66,2.13,47.2,60287,68489,6.4,12.9,233900
1998,40.235499,-75.264695,810,109,6,2.3,2.02,65.6,56250,65361,4.8,26.1,276700
2627,40.241878,-75.293431,1100,70,6.3,2.57,2.22,75,67500,85973,3.2,24.9,242500
2092,40.249385,-75.292117,920,0,5.8,2.6,1.71,56.8,56250,59868,2.3,8.7,205600
4918,40.218367,-75.271539,2217,85,5.5,2.48,2,69.6,80339,96349,29.6,25.4,276600
4956,40.229347,-75.30001,2152,60,5.7,2.47,1.77,65.7,82093,103282,44.5,17.9,278700
3454,40.213345,-75.313982,1215,0,8.2,2.78,1.38,91.9,114327,118044,11.6,77,367600
2224,40.19966,-75.289026,879,25,8.2,2.77,2,99.4,138707,177064,47.6,57.6,452200
3229,40.211211,-75.275105,1509,78,6,2.33,2.12,63.7,54362,71135,3.8,22.4,247100
5867,40.196778,-75.245374,2409,126,7.6,2.62,1.47,73.5,123114,162734,24.8,48.7,628300
3389,40.182778,-75.220731,1418,87,6.8,2.82,1.24,63,83650,139091,24.8,40.7,492600
2149,40.168071,-75.237414,1011,10,6.2,2.43,4.08,89.2,77798,118527,10.3,29.4,252700
3357,40.160116,-75.220454,1499,87,6,2.44,1.77,57.8,63909,85721,5,30.3,305500
3060,40.152541,-75.2214,1436,78,5.7,2.52,2.02,55.7,50625,57278,7.5,9,203300
4953,40.152092,-75.18987,2036,241,7.8,2.83,1.37,78.6,121607,157542,10.9,55.3,496000
4482,40.137752,-75.157394,1601,32,8,2.89,4.1,99.4,109639,142914,8.8,56.9,364400
2594,40.12057,-75.17054,933,95,6.9,3.24,2.45,93.9,87794,97694,8.4,37,317200
4120,40.173747,-75.188022,1465,7,8.3,2.86,3.3,95.5,129045,155860,17.6,62.6,441600
2519,40.160641,-75.209507,1051,52,6.4,2.23,2.58,84.9,91354,100497,5.7,32.4,285700
2556,40.14437,-75.210525,1101,67,6.3,2.55,2.32,83,89178,106525,7.4,33,310900
3462,40.105711,-75.077355,1563,84,5.4,2.6,1.49,54.4,60691,102676,4.9,24.1,429400
4552,40.141288,-75.129825,1806,57,6.4,2.53,2.39,86.3,71382,78687,4.5,24.9,236000
3128,40.134757,-75.134952,1162,0,6.5,2.89,2.56,93,70729,80174,4.1,20.7,216000
2980,40.131735,-75.142476,1064,21,6.6,2.75,2.6,89.8,79625,91160,1.2,27,251300
2200,40.127034,-75.129868,882,10,6.3,2.99,1.85,71.7,69417,78794,2.4,25.6,223800
3468,40.125552,-75.122747,1337,31,6.5,2.91,1.66,86.7,90061,99642,0.3,25.8,246000
4684,40.124739,-75.11059,1808,110,7.1,3.02,1.89,81.2,90227,131992,11.1,38.3,342600
3114,40.122357,-75.153873,1155,0,6.4,2.78,2.05,94.4,84964,82819,4.3,28,239000
3333,40.113618,-75.162171,1281,37,6.5,2.78,1.4,81.1,64333,74297,3,24.6,236700
4403,40.105466,-75.14926,1719,59,6.9,2.88,1.99,75.1,79113,88219,0,39.5,284300
4606,40.113173,-75.140103,1748,119,6.4,2.81,2.7,69.1,78309,82262,2.2,23.5,282900
2779,40.106455,-75.12555,1438,126,5.8,2.45,1.44,56.6,54516,104595,7.3,26.2,363000
4725,40.092625,-75.097833,1755,66,7.3,2.65,2.59,90.9,92298,134498,1.6,37.5,326800
5968,40.081679,-75.111509,2615,33,6,2.63,1.72,69.4,72458,104487,6.5,25.3,280500
2543,40.082361,-75.089379,1032,54,6,2.78,2.11,74.1,73039,79144,1.1,17.2,253700
4422,40.095815,-75.130714,2074,101,5.3,2.49,1.82,64,67064,89459,1.3,21.4,230500
4810,40.064323,-75.099408,1991,69,6.8,2.74,1.97,81.5,76574,87263,4.3,30,238200
4571,40.07691,-75.122807,2182,130,6.9,2.67,2.29,74.7,113594,149336,15.4,37.7,358600
2100,40.077083,-75.134734,1038,67,6.8,2.04,3.87,96.9,80417,112804,0.5,35.1,247400
4689,40.063423,-75.131131,1914,72,7.1,2.98,1.62,80.8,89667,114706,0.4,38.7,282900
5236,40.086271,-75.16428,2691,230,4.5,2.37,1.36,47.5,62201,73490,5.8,22.2,293800
2624,40.090878,-75.142701,994,41,6.4,2.77,1.38,62.4,109398,127088,0,32.4,353800
3861,40.097493,-75.157044,1324,168,6.6,2.75,1.64,72.9,85147,106961,1.8,30.3,264700
2342,40.102597,-75.167959,1021,42,6.9,2.55,2.2,80.8,85905,98520,1,30.9,329800
3154,40.123183,-75.228126,1163,54,8.2,2.91,2.07,84,106719,165670,31.5,53.3,592200
